"ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species","Genus.join","primary","secondary"
"ASV_435","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Herpotrichia","s__parasitica","Herpotrichia","plant_pathogen","wood_saprotroph"
"ASV_437","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__sessilis","Cyphellophora","litter_saprotroph","animal_parasite"
"ASV_438","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium",NA,"Sarocladium","plant_pathogen","litter_saprotroph"
"ASV_439","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostoma","s__cynaroidis","Lophiostoma","wood_saprotroph","litter_saprotroph"
"ASV_440","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Nectria",NA,"Nectria","plant_pathogen","litter_saprotroph"
"ASV_441","k__Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_442","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Epicoccum","s__nigrum","Epicoccum","plant_pathogen","litter_saprotroph"
"ASV_445","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_447","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Geastrumia","s__polystigmatis","Geastrumia","plant_pathogen",""
"ASV_448","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales",NA,NA,NA,NA,NA,NA
"ASV_449","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_450","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA,NA,NA,NA
"ASV_451","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_452","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA,"Devriesia","plant_pathogen","litter_saprotroph"
"ASV_453","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Pragmopora",NA,"Pragmopora","wood_saprotroph",""
"ASV_454","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA,NA,NA,NA
"ASV_455","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_456","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,NA,NA,NA
"ASV_457","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae","g__Lecanora",NA,"Lecanora","lichenized",""
"ASV_458","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA,"Devriesia","plant_pathogen","litter_saprotroph"
"ASV_459","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,NA,NA,NA
"ASV_460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_463","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA,NA,NA,NA
"ASV_464","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_466","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Camptophora",NA,"Camptophora","epiphyte","foliar_endophyte"
"ASV_467","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_469","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Tolypocladium",NA,"Tolypocladium","animal_parasite","foliar_endophyte"
"ASV_471","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Hirsutella","s__minnesotensis","Hirsutella","animal_parasite","animal_decomposer"
"ASV_472","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_474","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cytospora","s__prunicola","Cytospora","plant_pathogen","litter_saprotroph"
"ASV_475","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiales_fam_Incertae_sedis","g__Endosporium","s__populi-tremuloides","Endosporium","litter_saprotroph",""
"ASV_476","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__flaviporus","Xylodon","wood_saprotroph",""
"ASV_479","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA,NA,NA,NA
"ASV_482","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA,NA,NA,NA
"ASV_485","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_486","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,NA,NA,NA
"ASV_487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_490","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae",NA,NA,NA,NA,NA
"ASV_493","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Pragmopora",NA,"Pragmopora","wood_saprotroph",""
"ASV_494","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_495","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA,NA,NA,NA
"ASV_496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_497","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae",NA,NA,NA,NA,NA
"ASV_498","k__unidentified",NA,NA,NA,NA,NA,"k__unidentified",NA,NA,NA
"ASV_499","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA,"Devriesia","plant_pathogen","litter_saprotroph"
"ASV_500","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta","s__inflorescentiae","Pyrenochaeta","wood_saprotroph",""
"ASV_501","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_502","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_506","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__sessilis","Cyphellophora","litter_saprotroph","animal_parasite"
"ASV_507","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_508","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Hysteriales","f__Hysteriaceae",NA,NA,NA,NA,NA
"ASV_509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_511","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_513","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Capronia","s__pulcherrima","Capronia","soil_saprotroph","root_endophyte_dark_septate"
"ASV_515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_519","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA,NA,NA,NA
"ASV_521","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_522","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Cryptocoryneum","s__condensatum","Cryptocoryneum","wood_saprotroph",""
"ASV_523","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Tolypocladium",NA,"Tolypocladium","animal_parasite","foliar_endophyte"
"ASV_524","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_527","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Alatosessilispora","s__bibrachiata","Alatosessilispora","epiphyte","foliar_endophyte"
"ASV_529","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_532","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_533","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__acerina","Neocucurbitaria","unspecified_saprotroph",""
"ASV_534","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__populi","Neocucurbitaria","unspecified_saprotroph",""
"ASV_535","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_536","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA,"Rhinocladiella","soil_saprotroph","animal_parasite"
"ASV_538","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Verticillium","s__albo-atrum","Verticillium","plant_pathogen","litter_saprotroph"
"ASV_539","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA,NA,NA,NA
"ASV_540","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Phaeophyscia","s__rubropulchra","Phaeophyscia","lichenized",""
"ASV_541","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__vachelliae","Neocucurbitaria","unspecified_saprotroph",""
"ASV_542","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_543","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_544","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA,"Exophiala","animal_parasite","litter_saprotroph"
"ASV_545","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_547","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanoromycetes_ord_Incertae_sedis","f__Lecanoromycetes_fam_Incertae_sedis","g__Dictyocatenulata",NA,"Dictyocatenulata","lichenized",""
"ASV_548","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_549","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,NA,NA,NA
"ASV_552","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae",NA,NA,NA,NA,NA
"ASV_553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_555","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__capitatum","Cystofilobasidium","litter_saprotroph",""
"ASV_556","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_558","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Phacidiales","f__Phacidiaceae",NA,NA,NA,NA,NA
"ASV_561","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Capronia",NA,"Capronia","soil_saprotroph","root_endophyte_dark_septate"
"ASV_562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_563","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Phaeophyscia",NA,"Phaeophyscia","lichenized",""
"ASV_564","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__koningii","Trichoderma","mycoparasite","foliar_endophyte"
"ASV_565","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA,NA,NA,NA
"ASV_569","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_570","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae",NA,NA,NA,NA,NA
"ASV_575","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Microcera",NA,"Microcera","animal_parasite","animal_decomposer"
"ASV_576","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Occultibambusaceae","g__Brunneofusispora","s__sinensis","Brunneofusispora","wood_saprotroph",""
"ASV_577","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae",NA,NA,NA,NA,NA
"ASV_578","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae",NA,NA,NA,NA,NA
"ASV_579","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_580","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA,"Rhinocladiella","soil_saprotroph","animal_parasite"
"ASV_582","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA,"Rhinocladiella","soil_saprotroph","animal_parasite"
"ASV_583","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA,"Devriesia","plant_pathogen","litter_saprotroph"
"ASV_586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_587","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae",NA,NA,NA,NA,NA
"ASV_589","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Polycephalomyces",NA,"Polycephalomyces","animal_parasite","animal_decomposer"
"ASV_590","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Capronia","s__pulcherrima","Capronia","soil_saprotroph","root_endophyte_dark_septate"
"ASV_591","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae",NA,NA,NA,NA,NA
"ASV_593","k__Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_594","k__Fungi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_596","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_601","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Bacidina","s__sulphurella","Bacidina","lichenized",""
"ASV_602","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Teichosporaceae","g__Teichospora","s__rubriostiolata","Teichospora","litter_saprotroph","wood_saprotroph"
"ASV_603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_606","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Crassiperidium","s__quadrisporum","Crassiperidium","wood_saprotroph",""
"ASV_607","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae",NA,NA,NA,NA,NA
"ASV_608","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_614","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena","s__tenebrio","Arthrocatena","soil_saprotroph","rock-inhabiting"
"ASV_619","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA,NA,NA,NA
"ASV_621","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Neofitzroyomyces","s__nerii","Neofitzroyomyces","plant_pathogen",""
"ASV_622","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena",NA,"Arthrocatena","soil_saprotroph","rock-inhabiting"
"ASV_624","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA,NA,NA,NA
"ASV_625","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Kalmusia","s__variispora","Kalmusia","wood_saprotroph",""
"ASV_626","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Ramularia",NA,"Ramularia","plant_pathogen",""
"ASV_629","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Teloschistales","f__Teloschistaceae","g__Caloplaca","s__ahtii","Caloplaca","lichenized",""
"ASV_630","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__castellanii","Exophiala","animal_parasite","litter_saprotroph"
"ASV_633","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae",NA,NA,NA,NA,NA
"ASV_634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_635","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Proliferodiscus","s__earoleucus","Proliferodiscus","wood_saprotroph",""
"ASV_637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_638","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Plenodomus","s__biglobosus","Plenodomus","plant_pathogen","litter_saprotroph"
"ASV_639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_640","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__alternata","Alternaria","plant_pathogen","litter_saprotroph"
"ASV_641","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_642","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,NA,NA,NA
"ASV_643","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,NA,NA,NA
"ASV_644","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Veronaea","s__japonica","Veronaea","plant_pathogen","litter_saprotroph"
"ASV_646","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__dejongiae","Sarocladium","plant_pathogen","litter_saprotroph"
"ASV_648","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae",NA,NA,NA,NA,NA
"ASV_649","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_650","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Beauveria",NA,"Beauveria","animal_parasite","animal_decomposer"
"ASV_655","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA,"Rhinocladiella","soil_saprotroph","animal_parasite"
"ASV_656","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__vachelliae","Neocucurbitaria","unspecified_saprotroph",""
"ASV_657","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__oryzae","Hannaella","animal_parasite","animal_decomposer"
"ASV_658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_659","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_660","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia","s__pseudoamericana","Devriesia","plant_pathogen","litter_saprotroph"
"ASV_663","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__moniliae","Exophiala","animal_parasite","litter_saprotroph"
"ASV_664","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae",NA,NA,NA,NA,NA
"ASV_666","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae",NA,NA,NA,NA,NA
"ASV_667","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Veronaea","s__japonica","Veronaea","plant_pathogen","litter_saprotroph"
"ASV_670","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_673","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,NA,NA,NA
"ASV_674","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae","g__Aureobasidium","s__pullulans","Aureobasidium","sooty_mold","litter_saprotroph"
"ASV_676","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA,NA,NA,NA
"ASV_678","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Hyalorbilia","s__erythrostigma","Hyalorbilia","wood_saprotroph","animal_parasite"
"ASV_679","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Pseudocosmospora",NA,"Pseudocosmospora","mycoparasite","fungal_decomposer"
"ASV_680","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA,NA,NA,NA
"ASV_681","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae",NA,NA,NA,NA,NA
"ASV_683","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae",NA,NA,NA,NA,NA
"ASV_685","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae",NA,NA,NA,NA,NA
"ASV_686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_687","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__chaetospira","Cladophialophora","soil_saprotroph","root_endophyte_dark_septate"
"ASV_688","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_693","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,NA,NA,NA
"ASV_694","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoe",NA,"Elsinoe","plant_pathogen","litter_saprotroph"
"ASV_696","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_698","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia","s__aristata","Orbilia","wood_saprotroph","animal_parasite"
"ASV_699","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Acericola","s__italica","Acericola","wood_saprotroph",""
"ASV_701","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA,"Rhinocladiella","soil_saprotroph","animal_parasite"
"ASV_702","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Setophaeosphaeria",NA,"Setophaeosphaeria","plant_pathogen","litter_saprotroph"
"ASV_704","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae",NA,NA,NA,NA,NA
"ASV_705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_706","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_707","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,NA,NA,NA
"ASV_708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_709","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiales_fam_Incertae_sedis",NA,NA,NA,NA,NA
"ASV_710","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA,NA,NA,NA
"ASV_711","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Lecania","s__croatica","Lecania","lichenized",""
"ASV_712","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae",NA,NA,NA,NA,NA
"ASV_713","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__moniliae","Exophiala","animal_parasite","litter_saprotroph"
"ASV_714","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Anthopsis","s__deltoidea","Anthopsis","soil_saprotroph","animal_parasite"
"ASV_715","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
"ASV_717","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Wickerhamomyces","s__hampshirensis","Wickerhamomyces","litter_saprotroph","nectar/tap_saprotroph"
"ASV_721","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae",NA,NA,NA,NA,NA
"ASV_722","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae",NA,NA,NA,NA,NA
"ASV_723","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Pezicula","s__sporulosa","Pezicula","root_endophyte","soil_saprotroph"
"ASV_724","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA
